Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Mainland India,Mainland India,IN,654.14,710.49,13.02,8.88,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 01:00:00,Mainland India,Mainland India,IN,655.37,711.86,12.86,8.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 02:00:00,Mainland India,Mainland India,IN,626.82,682.9,16.65,13.12,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 03:00:00,Mainland India,Mainland India,IN,591.88,647.5,21.31,18.25,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 04:00:00,Mainland India,Mainland India,IN,586.18,641.75,22.08,19.25,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 05:00:00,Mainland India,Mainland India,IN,586.24,641.86,22.1,19.41,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 06:00:00,Mainland India,Mainland India,IN,588.06,643.74,21.86,19.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 07:00:00,Mainland India,Mainland India,IN,585.07,640.66,22.26,19.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 08:00:00,Mainland India,Mainland India,IN,581.9,637.39,22.67,19.79,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 09:00:00,Mainland India,Mainland India,IN,582.19,637.66,22.63,19.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 10:00:00,Mainland India,Mainland India,IN,585.32,640.81,22.2,19.12,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 11:00:00,Mainland India,Mainland India,IN,600.64,656.41,20.15,16.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 12:00:00,Mainland India,Mainland India,IN,650.78,707.46,13.46,10.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 13:00:00,Mainland India,Mainland India,IN,664.78,721.71,11.59,8.02,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 14:00:00,Mainland India,Mainland India,IN,663.32,720.17,11.75,8.02,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 15:00:00,Mainland India,Mainland India,IN,663.1,719.85,11.8,7.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 16:00:00,Mainland India,Mainland India,IN,661.46,718.12,12.01,8.0,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 17:00:00,Mainland India,Mainland India,IN,663.49,720.13,11.78,7.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 18:00:00,Mainland India,Mainland India,IN,655.93,712.32,12.77,8.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 19:00:00,Mainland India,Mainland India,IN,656.29,712.62,12.74,8.41,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 20:00:00,Mainland India,Mainland India,IN,656.12,712.38,12.77,8.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 21:00:00,Mainland India,Mainland India,IN,655.23,711.42,12.89,8.27,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 22:00:00,Mainland India,Mainland India,IN,654.64,710.81,12.97,8.39,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-01 23:00:00,Mainland India,Mainland India,IN,654.74,710.96,12.96,8.53,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 00:00:00,Mainland India,Mainland India,IN,652.9,709.14,13.18,8.88,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 01:00:00,Mainland India,Mainland India,IN,656.94,713.46,12.64,8.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 02:00:00,Mainland India,Mainland India,IN,627.9,683.98,16.5,12.93,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 03:00:00,Mainland India,Mainland India,IN,591.4,646.96,21.36,18.24,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 04:00:00,Mainland India,Mainland India,IN,588.07,643.66,21.81,18.95,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 05:00:00,Mainland India,Mainland India,IN,587.12,642.74,21.96,19.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 06:00:00,Mainland India,Mainland India,IN,588.93,644.6,21.71,18.99,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 07:00:00,Mainland India,Mainland India,IN,585.45,641.0,22.18,19.38,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 08:00:00,Mainland India,Mainland India,IN,583.02,638.49,22.48,19.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 09:00:00,Mainland India,Mainland India,IN,585.2,640.7,22.2,19.29,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 10:00:00,Mainland India,Mainland India,IN,589.48,645.07,21.61,18.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 11:00:00,Mainland India,Mainland India,IN,603.58,659.4,19.73,16.64,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 12:00:00,Mainland India,Mainland India,IN,650.98,707.65,13.4,10.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 13:00:00,Mainland India,Mainland India,IN,664.86,721.78,11.54,8.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 14:00:00,Mainland India,Mainland India,IN,663.21,720.05,11.74,8.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 15:00:00,Mainland India,Mainland India,IN,663.05,719.8,11.78,8.04,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 16:00:00,Mainland India,Mainland India,IN,661.45,718.1,11.99,8.1,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 17:00:00,Mainland India,Mainland India,IN,662.13,718.69,11.93,7.83,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 18:00:00,Mainland India,Mainland India,IN,656.89,713.22,12.71,8.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 19:00:00,Mainland India,Mainland India,IN,655.45,711.72,12.86,8.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 20:00:00,Mainland India,Mainland India,IN,654.76,710.94,12.96,8.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 21:00:00,Mainland India,Mainland India,IN,653.67,709.76,13.11,8.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 22:00:00,Mainland India,Mainland India,IN,652.85,708.89,13.22,8.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-02 23:00:00,Mainland India,Mainland India,IN,654.53,710.7,13.0,8.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 00:00:00,Mainland India,Mainland India,IN,655.31,711.63,12.86,8.79,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 01:00:00,Mainland India,Mainland India,IN,657.09,713.49,12.68,8.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 02:00:00,Mainland India,Mainland India,IN,630.71,686.78,16.18,12.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 03:00:00,Mainland India,Mainland India,IN,595.03,650.59,20.93,17.87,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 04:00:00,Mainland India,Mainland India,IN,591.56,647.16,21.41,18.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 05:00:00,Mainland India,Mainland India,IN,589.33,644.9,21.71,19.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 06:00:00,Mainland India,Mainland India,IN,591.43,647.06,21.44,18.76,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 07:00:00,Mainland India,Mainland India,IN,588.9,644.45,21.78,19.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 08:00:00,Mainland India,Mainland India,IN,585.43,640.88,22.22,19.39,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 09:00:00,Mainland India,Mainland India,IN,587.62,643.11,21.93,19.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 10:00:00,Mainland India,Mainland India,IN,591.27,646.81,21.43,18.48,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 11:00:00,Mainland India,Mainland India,IN,606.0,661.81,19.47,16.44,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 12:00:00,Mainland India,Mainland India,IN,653.26,709.93,13.17,9.87,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 13:00:00,Mainland India,Mainland India,IN,667.72,724.66,11.24,7.84,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 14:00:00,Mainland India,Mainland India,IN,666.46,723.34,11.39,7.83,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 15:00:00,Mainland India,Mainland India,IN,666.6,723.41,11.38,7.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 16:00:00,Mainland India,Mainland India,IN,665.07,721.8,11.58,7.76,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 17:00:00,Mainland India,Mainland India,IN,665.51,722.15,11.55,7.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 18:00:00,Mainland India,Mainland India,IN,657.31,713.9,12.55,8.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 19:00:00,Mainland India,Mainland India,IN,657.57,714.02,12.58,8.57,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 20:00:00,Mainland India,Mainland India,IN,657.93,714.33,12.54,8.4,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 21:00:00,Mainland India,Mainland India,IN,657.6,713.94,12.6,8.32,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 22:00:00,Mainland India,Mainland India,IN,656.38,712.67,12.76,8.48,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-03 23:00:00,Mainland India,Mainland India,IN,657.22,713.61,12.64,8.57,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 00:00:00,Mainland India,Mainland India,IN,657.87,714.39,12.54,8.67,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 01:00:00,Mainland India,Mainland India,IN,658.43,715.05,12.45,8.8,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 02:00:00,Mainland India,Mainland India,IN,632.22,688.49,15.93,12.67,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 03:00:00,Mainland India,Mainland India,IN,596.27,651.99,20.72,17.84,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 04:00:00,Mainland India,Mainland India,IN,591.92,647.63,21.32,18.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 05:00:00,Mainland India,Mainland India,IN,588.23,643.85,21.82,19.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 06:00:00,Mainland India,Mainland India,IN,589.55,645.18,21.67,19.06,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 07:00:00,Mainland India,Mainland India,IN,586.89,642.43,22.01,19.37,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 08:00:00,Mainland India,Mainland India,IN,585.0,640.47,22.25,19.55,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 09:00:00,Mainland India,Mainland India,IN,586.9,642.4,21.99,19.27,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 10:00:00,Mainland India,Mainland India,IN,590.08,645.6,21.56,18.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 11:00:00,Mainland India,Mainland India,IN,602.47,658.18,19.91,16.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 12:00:00,Mainland India,Mainland India,IN,649.14,705.68,13.67,10.45,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 13:00:00,Mainland India,Mainland India,IN,664.26,721.07,11.65,8.33,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 14:00:00,Mainland India,Mainland India,IN,662.71,719.46,11.83,8.39,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 15:00:00,Mainland India,Mainland India,IN,662.47,719.15,11.88,8.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 16:00:00,Mainland India,Mainland India,IN,661.33,717.9,12.03,8.31,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 17:00:00,Mainland India,Mainland India,IN,661.66,718.18,12.02,8.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 18:00:00,Mainland India,Mainland India,IN,659.68,716.47,12.17,8.75,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 19:00:00,Mainland India,Mainland India,IN,659.53,716.22,12.22,8.62,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 20:00:00,Mainland India,Mainland India,IN,659.68,716.29,12.22,8.46,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 21:00:00,Mainland India,Mainland India,IN,659.27,715.82,12.29,8.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 22:00:00,Mainland India,Mainland India,IN,658.81,715.35,12.35,8.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-04 23:00:00,Mainland India,Mainland India,IN,660.18,716.86,12.16,8.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 00:00:00,Mainland India,Mainland India,IN,660.96,717.8,12.02,8.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 01:00:00,Mainland India,Mainland India,IN,662.09,719.07,11.86,8.54,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 02:00:00,Mainland India,Mainland India,IN,635.42,692.03,15.41,12.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 03:00:00,Mainland India,Mainland India,IN,597.49,653.52,20.46,17.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 04:00:00,Mainland India,Mainland India,IN,593.21,649.24,21.05,18.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 05:00:00,Mainland India,Mainland India,IN,589.87,645.84,21.5,19.13,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 06:00:00,Mainland India,Mainland India,IN,592.84,648.85,21.13,18.78,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 07:00:00,Mainland India,Mainland India,IN,590.7,646.66,21.41,19.03,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 08:00:00,Mainland India,Mainland India,IN,589.39,645.31,21.56,19.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 09:00:00,Mainland India,Mainland India,IN,591.79,647.75,21.25,18.82,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 10:00:00,Mainland India,Mainland India,IN,594.65,650.65,20.85,18.34,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 11:00:00,Mainland India,Mainland India,IN,608.16,664.38,19.07,16.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 12:00:00,Mainland India,Mainland India,IN,655.85,712.97,12.72,9.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 13:00:00,Mainland India,Mainland India,IN,671.67,729.06,10.63,7.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 14:00:00,Mainland India,Mainland India,IN,670.34,727.67,10.81,7.92,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 15:00:00,Mainland India,Mainland India,IN,669.91,727.22,10.87,7.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 16:00:00,Mainland India,Mainland India,IN,668.11,725.32,11.08,8.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 17:00:00,Mainland India,Mainland India,IN,667.11,724.2,11.22,8.02,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 18:00:00,Mainland India,Mainland India,IN,661.63,718.51,12.0,8.86,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 19:00:00,Mainland India,Mainland India,IN,660.13,716.93,12.17,8.91,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 20:00:00,Mainland India,Mainland India,IN,659.08,715.78,12.31,8.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 21:00:00,Mainland India,Mainland India,IN,658.38,714.88,12.43,8.64,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 22:00:00,Mainland India,Mainland India,IN,658.36,714.81,12.45,8.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-05 23:00:00,Mainland India,Mainland India,IN,659.4,715.96,12.31,8.62,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 00:00:00,Mainland India,Mainland India,IN,659.54,716.22,12.26,8.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 01:00:00,Mainland India,Mainland India,IN,663.38,720.32,11.76,8.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 02:00:00,Mainland India,Mainland India,IN,635.29,691.81,15.49,12.53,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 03:00:00,Mainland India,Mainland India,IN,594.97,650.84,20.85,18.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 04:00:00,Mainland India,Mainland India,IN,591.68,647.59,21.31,18.93,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 05:00:00,Mainland India,Mainland India,IN,588.27,644.11,21.76,19.44,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 06:00:00,Mainland India,Mainland India,IN,591.33,647.24,21.39,19.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 07:00:00,Mainland India,Mainland India,IN,588.48,644.3,21.76,19.37,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 08:00:00,Mainland India,Mainland India,IN,585.95,641.68,22.08,19.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 09:00:00,Mainland India,Mainland India,IN,587.93,643.69,21.82,19.34,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 10:00:00,Mainland India,Mainland India,IN,592.42,648.25,21.22,18.7,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 11:00:00,Mainland India,Mainland India,IN,606.69,662.78,19.33,16.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 12:00:00,Mainland India,Mainland India,IN,655.57,712.55,12.83,10.03,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 13:00:00,Mainland India,Mainland India,IN,672.95,730.2,10.52,7.56,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 14:00:00,Mainland India,Mainland India,IN,670.98,728.17,10.75,7.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 15:00:00,Mainland India,Mainland India,IN,670.35,727.48,10.83,7.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 16:00:00,Mainland India,Mainland India,IN,668.24,725.21,11.11,7.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 17:00:00,Mainland India,Mainland India,IN,667.72,724.59,11.2,7.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 18:00:00,Mainland India,Mainland India,IN,661.92,718.52,12.09,8.75,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 19:00:00,Mainland India,Mainland India,IN,661.81,718.28,12.15,8.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 20:00:00,Mainland India,Mainland India,IN,662.16,718.56,12.12,8.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 21:00:00,Mainland India,Mainland India,IN,661.01,717.32,12.28,8.45,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 22:00:00,Mainland India,Mainland India,IN,660.26,716.56,12.37,8.55,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-06 23:00:00,Mainland India,Mainland India,IN,661.22,717.62,12.24,8.57,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 00:00:00,Mainland India,Mainland India,IN,661.55,718.07,12.17,8.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 01:00:00,Mainland India,Mainland India,IN,661.89,718.52,12.11,8.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 02:00:00,Mainland India,Mainland India,IN,633.02,689.25,15.94,12.86,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 03:00:00,Mainland India,Mainland India,IN,591.75,647.34,21.41,18.69,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 04:00:00,Mainland India,Mainland India,IN,589.44,645.1,21.75,19.31,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 05:00:00,Mainland India,Mainland India,IN,589.5,645.17,21.76,19.43,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 06:00:00,Mainland India,Mainland India,IN,591.3,646.97,21.58,19.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 07:00:00,Mainland India,Mainland India,IN,586.97,642.48,22.15,19.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 08:00:00,Mainland India,Mainland India,IN,582.57,637.92,22.73,20.18,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 09:00:00,Mainland India,Mainland India,IN,583.53,638.85,22.61,20.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 10:00:00,Mainland India,Mainland India,IN,586.18,641.52,22.24,19.55,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 11:00:00,Mainland India,Mainland India,IN,600.92,656.51,20.28,17.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 12:00:00,Mainland India,Mainland India,IN,651.97,708.48,13.48,10.52,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 13:00:00,Mainland India,Mainland India,IN,670.71,727.54,10.99,7.9,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 14:00:00,Mainland India,Mainland India,IN,668.89,725.63,11.2,7.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 15:00:00,Mainland India,Mainland India,IN,668.1,724.74,11.32,8.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 16:00:00,Mainland India,Mainland India,IN,666.58,723.1,11.53,8.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 17:00:00,Mainland India,Mainland India,IN,667.03,723.46,11.5,7.88,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 18:00:00,Mainland India,Mainland India,IN,657.44,713.95,12.5,8.87,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 19:00:00,Mainland India,Mainland India,IN,656.94,713.35,12.58,8.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 20:00:00,Mainland India,Mainland India,IN,656.37,712.68,12.68,8.76,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 21:00:00,Mainland India,Mainland India,IN,656.22,712.46,12.71,8.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 22:00:00,Mainland India,Mainland India,IN,656.47,712.73,12.68,8.7,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-07 23:00:00,Mainland India,Mainland India,IN,657.4,713.78,12.55,8.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 00:00:00,Mainland India,Mainland India,IN,658.3,714.85,12.4,8.79,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 01:00:00,Mainland India,Mainland India,IN,662.24,719.07,11.88,8.58,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 02:00:00,Mainland India,Mainland India,IN,634.86,691.28,15.5,12.48,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 03:00:00,Mainland India,Mainland India,IN,597.67,653.57,20.45,17.82,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 04:00:00,Mainland India,Mainland India,IN,593.55,649.47,21.02,18.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 05:00:00,Mainland India,Mainland India,IN,589.22,645.03,21.61,19.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 06:00:00,Mainland India,Mainland India,IN,591.61,647.46,21.32,18.93,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 07:00:00,Mainland India,Mainland India,IN,585.64,641.3,22.11,19.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 08:00:00,Mainland India,Mainland India,IN,585.82,641.48,22.07,19.57,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 09:00:00,Mainland India,Mainland India,IN,586.5,642.16,21.98,19.43,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 10:00:00,Mainland India,Mainland India,IN,589.04,644.73,21.63,18.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 11:00:00,Mainland India,Mainland India,IN,604.55,660.54,19.56,16.89,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 12:00:00,Mainland India,Mainland India,IN,651.1,707.96,13.33,10.44,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 13:00:00,Mainland India,Mainland India,IN,669.24,726.43,10.92,7.92,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 14:00:00,Mainland India,Mainland India,IN,667.78,724.88,11.09,7.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 15:00:00,Mainland India,Mainland India,IN,667.41,724.4,11.17,7.93,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 16:00:00,Mainland India,Mainland India,IN,666.16,723.06,11.34,7.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 17:00:00,Mainland India,Mainland India,IN,666.06,722.8,11.39,7.84,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 18:00:00,Mainland India,Mainland India,IN,656.91,713.28,12.68,9.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 19:00:00,Mainland India,Mainland India,IN,655.99,712.27,12.78,9.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 20:00:00,Mainland India,Mainland India,IN,655.79,711.99,12.82,8.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 21:00:00,Mainland India,Mainland India,IN,654.11,710.17,13.05,9.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 22:00:00,Mainland India,Mainland India,IN,653.42,709.46,13.14,9.17,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-08 23:00:00,Mainland India,Mainland India,IN,654.73,710.92,12.96,9.2,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 00:00:00,Mainland India,Mainland India,IN,655.65,711.99,12.81,9.24,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 01:00:00,Mainland India,Mainland India,IN,656.74,713.23,12.66,9.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 02:00:00,Mainland India,Mainland India,IN,631.95,688.16,15.96,12.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 03:00:00,Mainland India,Mainland India,IN,594.97,650.65,20.87,18.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 04:00:00,Mainland India,Mainland India,IN,590.21,645.89,21.53,19.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 05:00:00,Mainland India,Mainland India,IN,585.22,640.77,22.19,19.78,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 06:00:00,Mainland India,Mainland India,IN,587.18,642.75,21.96,19.52,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 07:00:00,Mainland India,Mainland India,IN,583.45,638.89,22.45,19.96,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 08:00:00,Mainland India,Mainland India,IN,579.76,635.07,22.92,20.34,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 09:00:00,Mainland India,Mainland India,IN,581.82,637.16,22.65,20.05,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 10:00:00,Mainland India,Mainland India,IN,584.75,640.11,22.25,19.56,,true,ESTIMATED_MODE_BREAKDOWN
2024-01-09 11:00:00,Mainland India,Mainland India,IN,599.25,654.9,20.32,17.59,,true,ESTIMATED_MODE_BREAKDOWN
