Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-02-22 03:00:00,Mainland India,Mainland India,IN,600.69,656.56,20.28,17.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 04:00:00,Mainland India,Mainland India,IN,594.51,650.29,21.1,18.83,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 05:00:00,Mainland India,Mainland India,IN,593.41,649.18,21.25,19.06,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 06:00:00,Mainland India,Mainland India,IN,591.99,647.74,21.42,19.19,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 07:00:00,Mainland India,Mainland India,IN,588.42,644.03,21.91,19.62,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 08:00:00,Mainland India,Mainland India,IN,585.87,641.41,22.23,19.89,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 09:00:00,Mainland India,Mainland India,IN,588.8,644.38,21.85,19.52,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 10:00:00,Mainland India,Mainland India,IN,588.97,644.51,21.81,19.4,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 11:00:00,Mainland India,Mainland India,IN,597.43,653.13,20.68,18.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 12:00:00,Mainland India,Mainland India,IN,620.74,676.89,17.56,14.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 13:00:00,Mainland India,Mainland India,IN,672.65,729.81,10.65,7.87,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 14:00:00,Mainland India,Mainland India,IN,671.93,729.05,10.73,7.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 15:00:00,Mainland India,Mainland India,IN,672.52,729.62,10.67,7.76,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 16:00:00,Mainland India,Mainland India,IN,671.97,729.03,10.75,7.77,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 17:00:00,Mainland India,Mainland India,IN,672.67,729.69,10.7,7.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 18:00:00,Mainland India,Mainland India,IN,669.15,726.01,11.22,8.13,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 19:00:00,Mainland India,Mainland India,IN,668.87,725.72,11.25,8.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 20:00:00,Mainland India,Mainland India,IN,669.03,725.86,11.24,8.0,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 21:00:00,Mainland India,Mainland India,IN,668.86,725.7,11.24,7.96,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 22:00:00,Mainland India,Mainland India,IN,668.45,725.25,11.31,8.02,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-22 23:00:00,Mainland India,Mainland India,IN,669.1,725.97,11.22,8.04,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 00:00:00,Mainland India,Mainland India,IN,668.87,725.82,11.22,8.12,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 01:00:00,Mainland India,Mainland India,IN,669.37,726.49,11.1,8.2,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 02:00:00,Mainland India,Mainland India,IN,626.98,683.39,16.75,14.17,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 03:00:00,Mainland India,Mainland India,IN,603.65,659.66,19.86,17.58,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 04:00:00,Mainland India,Mainland India,IN,593.42,649.23,21.22,18.93,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 05:00:00,Mainland India,Mainland India,IN,595.76,651.68,20.91,18.76,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 06:00:00,Mainland India,Mainland India,IN,596.5,652.48,20.8,18.62,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 07:00:00,Mainland India,Mainland India,IN,593.2,649.08,21.25,19.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 08:00:00,Mainland India,Mainland India,IN,590.34,646.12,21.62,19.32,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 09:00:00,Mainland India,Mainland India,IN,593.08,648.9,21.26,18.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 10:00:00,Mainland India,Mainland India,IN,593.77,649.58,21.15,18.78,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 11:00:00,Mainland India,Mainland India,IN,600.08,655.99,20.29,17.84,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 12:00:00,Mainland India,Mainland India,IN,622.59,678.9,17.28,14.65,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 13:00:00,Mainland India,Mainland India,IN,674.7,731.99,10.36,7.58,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 14:00:00,Mainland India,Mainland India,IN,673.66,730.9,10.48,7.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 15:00:00,Mainland India,Mainland India,IN,673.6,730.8,10.5,7.62,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 16:00:00,Mainland India,Mainland India,IN,672.83,729.97,10.61,7.65,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 17:00:00,Mainland India,Mainland India,IN,674.16,731.3,10.47,7.53,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 18:00:00,Mainland India,Mainland India,IN,668.98,725.87,11.19,8.13,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 19:00:00,Mainland India,Mainland India,IN,668.78,725.63,11.23,8.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 20:00:00,Mainland India,Mainland India,IN,668.9,725.73,11.22,7.99,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 21:00:00,Mainland India,Mainland India,IN,668.57,725.36,11.28,7.99,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 22:00:00,Mainland India,Mainland India,IN,668.17,724.95,11.33,8.02,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-23 23:00:00,Mainland India,Mainland India,IN,669.44,726.33,11.15,7.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 00:00:00,Mainland India,Mainland India,IN,669.89,726.78,11.12,8.02,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 01:00:00,Mainland India,Mainland India,IN,669.28,726.25,11.18,8.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 02:00:00,Mainland India,Mainland India,IN,625.02,681.26,17.05,14.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 03:00:00,Mainland India,Mainland India,IN,600.5,656.33,20.31,17.95,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 04:00:00,Mainland India,Mainland India,IN,595.84,651.61,20.94,18.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 05:00:00,Mainland India,Mainland India,IN,594.28,650.04,21.16,18.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 06:00:00,Mainland India,Mainland India,IN,596.73,652.58,20.83,18.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 07:00:00,Mainland India,Mainland India,IN,593.37,649.1,21.28,19.03,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 08:00:00,Mainland India,Mainland India,IN,590.33,645.97,21.68,19.35,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 09:00:00,Mainland India,Mainland India,IN,593.11,648.79,21.32,19.0,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 10:00:00,Mainland India,Mainland India,IN,594.05,649.71,21.18,18.79,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 11:00:00,Mainland India,Mainland India,IN,600.66,656.42,20.28,17.81,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 12:00:00,Mainland India,Mainland India,IN,624.06,680.26,17.16,14.57,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 13:00:00,Mainland India,Mainland India,IN,675.49,732.66,10.33,7.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 14:00:00,Mainland India,Mainland India,IN,674.12,731.21,10.49,7.65,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 15:00:00,Mainland India,Mainland India,IN,674.4,731.44,10.47,7.57,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 16:00:00,Mainland India,Mainland India,IN,673.09,730.05,10.65,7.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 17:00:00,Mainland India,Mainland India,IN,674.18,731.14,10.54,7.57,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 18:00:00,Mainland India,Mainland India,IN,671.24,728.05,10.99,7.89,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 19:00:00,Mainland India,Mainland India,IN,670.26,726.99,11.13,7.94,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 20:00:00,Mainland India,Mainland India,IN,670.17,726.86,11.15,7.88,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 21:00:00,Mainland India,Mainland India,IN,669.2,725.82,11.29,7.95,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 22:00:00,Mainland India,Mainland India,IN,669.22,725.84,11.28,7.96,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-24 23:00:00,Mainland India,Mainland India,IN,669.87,726.55,11.19,7.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 00:00:00,Mainland India,Mainland India,IN,669.42,726.15,11.23,8.08,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 01:00:00,Mainland India,Mainland India,IN,669.95,726.8,11.13,8.15,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 02:00:00,Mainland India,Mainland India,IN,624.12,680.21,17.21,14.59,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 03:00:00,Mainland India,Mainland India,IN,599.03,654.69,20.54,18.18,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 04:00:00,Mainland India,Mainland India,IN,592.67,648.27,21.38,19.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 05:00:00,Mainland India,Mainland India,IN,591.31,646.87,21.58,19.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 06:00:00,Mainland India,Mainland India,IN,592.84,648.46,21.39,19.14,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 07:00:00,Mainland India,Mainland India,IN,590.31,645.87,21.72,19.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 08:00:00,Mainland India,Mainland India,IN,586.34,641.78,22.23,19.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 09:00:00,Mainland India,Mainland India,IN,588.31,643.76,21.99,19.59,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 10:00:00,Mainland India,Mainland India,IN,588.12,643.53,21.99,19.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 11:00:00,Mainland India,Mainland India,IN,595.83,651.36,20.96,18.4,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 12:00:00,Mainland India,Mainland India,IN,619.45,675.38,17.81,15.11,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 13:00:00,Mainland India,Mainland India,IN,674.54,731.5,10.49,7.64,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 14:00:00,Mainland India,Mainland India,IN,673.55,730.46,10.6,7.64,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 15:00:00,Mainland India,Mainland India,IN,673.6,730.45,10.61,7.63,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 16:00:00,Mainland India,Mainland India,IN,673.64,730.47,10.62,7.58,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 17:00:00,Mainland India,Mainland India,IN,674.18,730.98,10.58,7.53,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 18:00:00,Mainland India,Mainland India,IN,664.59,721.25,11.76,8.75,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 19:00:00,Mainland India,Mainland India,IN,664.89,721.45,11.79,8.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 20:00:00,Mainland India,Mainland India,IN,665.45,722.0,11.72,8.59,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 21:00:00,Mainland India,Mainland India,IN,665.07,721.57,11.78,8.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 22:00:00,Mainland India,Mainland India,IN,664.74,721.24,11.83,8.65,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-25 23:00:00,Mainland India,Mainland India,IN,665.32,721.9,11.75,8.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 00:00:00,Mainland India,Mainland India,IN,665.29,721.96,11.72,8.75,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 01:00:00,Mainland India,Mainland India,IN,665.8,722.58,11.64,8.84,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 02:00:00,Mainland India,Mainland India,IN,619.09,675.1,17.83,15.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 03:00:00,Mainland India,Mainland India,IN,595.69,651.33,20.93,18.73,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 04:00:00,Mainland India,Mainland India,IN,589.77,645.33,21.74,19.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 05:00:00,Mainland India,Mainland India,IN,590.31,645.93,21.69,19.64,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 06:00:00,Mainland India,Mainland India,IN,591.69,647.38,21.5,19.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 07:00:00,Mainland India,Mainland India,IN,588.08,643.66,21.98,19.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 08:00:00,Mainland India,Mainland India,IN,585.71,641.23,22.28,20.1,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 09:00:00,Mainland India,Mainland India,IN,590.45,646.1,21.66,19.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 10:00:00,Mainland India,Mainland India,IN,590.67,646.31,21.61,19.36,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 11:00:00,Mainland India,Mainland India,IN,598.32,654.09,20.59,18.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 12:00:00,Mainland India,Mainland India,IN,620.99,677.17,17.55,15.1,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 13:00:00,Mainland India,Mainland India,IN,674.92,732.13,10.38,7.78,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 14:00:00,Mainland India,Mainland India,IN,674.77,731.98,10.38,7.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 15:00:00,Mainland India,Mainland India,IN,676.11,733.32,10.22,7.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 16:00:00,Mainland India,Mainland India,IN,675.64,732.82,10.29,7.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 17:00:00,Mainland India,Mainland India,IN,675.26,732.39,10.39,7.73,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 18:00:00,Mainland India,Mainland India,IN,663.33,719.92,12.01,8.69,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 19:00:00,Mainland India,Mainland India,IN,663.65,720.26,11.94,8.45,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 20:00:00,Mainland India,Mainland India,IN,664.2,720.79,11.87,8.32,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 21:00:00,Mainland India,Mainland India,IN,665.25,721.87,11.75,8.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 22:00:00,Mainland India,Mainland India,IN,664.81,721.41,11.8,8.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-26 23:00:00,Mainland India,Mainland India,IN,663.82,720.42,11.93,8.48,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 00:00:00,Mainland India,Mainland India,IN,663.78,720.45,11.91,8.56,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 01:00:00,Mainland India,Mainland India,IN,663.87,720.68,11.86,8.7,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 02:00:00,Mainland India,Mainland India,IN,616.12,672.11,18.21,15.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 03:00:00,Mainland India,Mainland India,IN,593.14,648.74,21.28,18.79,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 04:00:00,Mainland India,Mainland India,IN,587.03,642.58,22.09,19.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 05:00:00,Mainland India,Mainland India,IN,587.6,643.19,22.04,19.72,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 06:00:00,Mainland India,Mainland India,IN,587.13,642.69,22.09,19.71,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 07:00:00,Mainland India,Mainland India,IN,582.33,637.75,22.73,20.25,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 08:00:00,Mainland India,Mainland India,IN,576.7,631.95,23.46,20.86,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 09:00:00,Mainland India,Mainland India,IN,587.01,642.55,22.11,19.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 10:00:00,Mainland India,Mainland India,IN,587.48,643.02,22.02,19.49,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 11:00:00,Mainland India,Mainland India,IN,594.25,649.87,21.11,18.51,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 12:00:00,Mainland India,Mainland India,IN,616.39,672.4,18.14,15.38,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 13:00:00,Mainland India,Mainland India,IN,671.13,728.17,10.86,7.92,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 14:00:00,Mainland India,Mainland India,IN,670.18,727.17,10.96,7.9,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 15:00:00,Mainland India,Mainland India,IN,671.17,728.15,10.86,7.76,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 16:00:00,Mainland India,Mainland India,IN,670.19,727.09,10.99,7.8,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 17:00:00,Mainland India,Mainland India,IN,670.46,727.37,11.0,7.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 18:00:00,Mainland India,Mainland India,IN,664.45,720.94,11.85,8.43,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 19:00:00,Mainland India,Mainland India,IN,664.04,720.49,11.89,8.26,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 20:00:00,Mainland India,Mainland India,IN,664.22,720.64,11.87,8.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 21:00:00,Mainland India,Mainland India,IN,663.92,720.34,11.91,8.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 22:00:00,Mainland India,Mainland India,IN,663.23,719.6,12.01,8.25,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-27 23:00:00,Mainland India,Mainland India,IN,663.01,719.39,12.04,8.35,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 00:00:00,Mainland India,Mainland India,IN,662.8,719.26,12.04,8.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 01:00:00,Mainland India,Mainland India,IN,664.32,720.94,11.83,8.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 02:00:00,Mainland India,Mainland India,IN,618.48,674.41,17.91,15.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 03:00:00,Mainland India,Mainland India,IN,596.82,652.44,20.78,18.19,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 04:00:00,Mainland India,Mainland India,IN,591.05,646.58,21.56,19.04,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 05:00:00,Mainland India,Mainland India,IN,589.57,645.07,21.78,19.33,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 06:00:00,Mainland India,Mainland India,IN,590.15,645.67,21.7,19.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 07:00:00,Mainland India,Mainland India,IN,585.25,640.62,22.35,19.75,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 08:00:00,Mainland India,Mainland India,IN,582.47,637.75,22.7,20.04,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 09:00:00,Mainland India,Mainland India,IN,585.3,640.63,22.33,19.68,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 10:00:00,Mainland India,Mainland India,IN,586.38,641.71,22.17,19.44,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 11:00:00,Mainland India,Mainland India,IN,594.11,649.57,21.13,18.34,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 12:00:00,Mainland India,Mainland India,IN,616.55,672.43,18.12,15.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 13:00:00,Mainland India,Mainland India,IN,671.81,728.75,10.78,7.67,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 14:00:00,Mainland India,Mainland India,IN,671.32,728.25,10.82,7.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 15:00:00,Mainland India,Mainland India,IN,672.32,729.24,10.72,7.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 16:00:00,Mainland India,Mainland India,IN,672.46,729.36,10.71,7.37,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 17:00:00,Mainland India,Mainland India,IN,673.12,730.0,10.66,7.3,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 18:00:00,Mainland India,Mainland India,IN,674.64,731.83,10.44,7.42,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 19:00:00,Mainland India,Mainland India,IN,674.52,731.69,10.46,7.35,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 20:00:00,Mainland India,Mainland India,IN,675.11,732.28,10.39,7.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 21:00:00,Mainland India,Mainland India,IN,674.18,731.3,10.52,7.27,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 22:00:00,Mainland India,Mainland India,IN,674.01,731.13,10.54,7.28,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-28 23:00:00,Mainland India,Mainland India,IN,675.55,732.78,10.33,7.23,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 00:00:00,Mainland India,Mainland India,IN,668.52,725.41,11.23,7.66,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 01:00:00,Mainland India,Mainland India,IN,669.38,726.46,11.08,7.78,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 02:00:00,Mainland India,Mainland India,IN,622.37,678.68,17.34,14.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 03:00:00,Mainland India,Mainland India,IN,598.69,654.58,20.5,17.84,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 04:00:00,Mainland India,Mainland India,IN,593.09,648.92,21.24,18.69,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 05:00:00,Mainland India,Mainland India,IN,591.19,646.98,21.51,19.01,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 06:00:00,Mainland India,Mainland India,IN,590.74,646.53,21.56,19.0,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 07:00:00,Mainland India,Mainland India,IN,587.03,642.7,22.05,19.43,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 08:00:00,Mainland India,Mainland India,IN,583.99,639.58,22.44,19.74,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 09:00:00,Mainland India,Mainland India,IN,585.41,640.99,22.25,19.54,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 10:00:00,Mainland India,Mainland India,IN,588.44,644.08,21.83,19.09,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 11:00:00,Mainland India,Mainland India,IN,596.37,652.15,20.77,17.97,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 12:00:00,Mainland India,Mainland India,IN,618.28,674.45,17.83,14.84,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 13:00:00,Mainland India,Mainland India,IN,674.32,731.56,10.37,7.22,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 14:00:00,Mainland India,Mainland India,IN,673.39,730.6,10.47,7.21,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 15:00:00,Mainland India,Mainland India,IN,674.53,731.73,10.35,7.07,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 16:00:00,Mainland India,Mainland India,IN,673.95,731.11,10.43,7.08,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 17:00:00,Mainland India,Mainland India,IN,674.75,731.89,10.36,6.98,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 18:00:00,Mainland India,Mainland India,IN,670.6,727.62,10.93,7.6,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 19:00:00,Mainland India,Mainland India,IN,670.96,728.01,10.89,7.54,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 20:00:00,Mainland India,Mainland India,IN,671.87,728.94,10.77,7.38,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 21:00:00,Mainland India,Mainland India,IN,671.69,728.75,10.79,7.34,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 22:00:00,Mainland India,Mainland India,IN,670.59,727.58,10.95,7.47,,true,ESTIMATED_MODE_BREAKDOWN
2024-02-29 23:00:00,Mainland India,Mainland India,IN,670.62,727.65,10.94,7.59,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 00:00:00,Mainland India,Mainland India,IN,670.57,727.69,10.91,7.65,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 01:00:00,Mainland India,Mainland India,IN,670.39,727.59,10.91,7.8,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 02:00:00,Mainland India,Mainland India,IN,621.39,677.75,17.42,14.61,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 03:00:00,Mainland India,Mainland India,IN,598.88,654.87,20.4,17.85,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 04:00:00,Mainland India,Mainland India,IN,595.29,651.22,20.9,18.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 05:00:00,Mainland India,Mainland India,IN,593.25,649.12,21.19,18.86,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 06:00:00,Mainland India,Mainland India,IN,595.2,651.13,20.92,18.59,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 07:00:00,Mainland India,Mainland India,IN,590.48,646.24,21.55,19.12,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 08:00:00,Mainland India,Mainland India,IN,587.05,642.68,21.99,19.5,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 09:00:00,Mainland India,Mainland India,IN,589.69,645.35,21.65,19.16,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 10:00:00,Mainland India,Mainland India,IN,588.96,644.54,21.73,19.14,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 11:00:00,Mainland India,Mainland India,IN,595.99,651.68,20.78,18.14,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 12:00:00,Mainland India,Mainland India,IN,617.41,673.48,17.91,15.11,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 13:00:00,Mainland India,Mainland India,IN,672.22,729.34,10.63,7.67,,true,ESTIMATED_MODE_BREAKDOWN
2024-03-01 14:00:00,Mainland India,Mainland India,IN,671.49,728.55,10.71,7.6,,true,ESTIMATED_MODE_BREAKDOWN
